industry_name,skill_name,skill_count,rank
Wellness and Fitness Services,Human Resources,30,10
Wholesale,Management,192,1
Wholesale,Manufacturing,187,2
Wholesale,Sales,135,3
Wholesale,Business Development,105,4
Wholesale,Information Technology,73,5
Wholesale,Other,38,6
Wholesale,Accounting/Auditing,37,7
Wholesale,Finance,34,8
Wholesale,Customer Service,24,9
Wholesale,Marketing,18,10
Wholesale Alcoholic Beverages,Sales,6,1
Wholesale Alcoholic Beverages,Accounting/Auditing,3,2
Wholesale Alcoholic Beverages,Distribution,3,2
Wholesale Alcoholic Beverages,Strategy/Planning,2,4
Wholesale Alcoholic Beverages,Management,2,4
Wholesale Alcoholic Beverages,Information Technology,2,4
Wholesale Alcoholic Beverages,Business Development,2,4
Wholesale Alcoholic Beverages,Administrative,2,4
Wholesale Alcoholic Beverages,Product Management,1,9
Wholesale Alcoholic Beverages,Analyst,1,9
Wholesale Alcoholic Beverages,Marketing,1,9
Wholesale Alcoholic Beverages,Research,1,9
Wholesale Alcoholic Beverages,Supply Chain,1,9
Wholesale Apparel and Sewing Supplies,Administrative,1,1
Wholesale Apparel and Sewing Supplies,Design,1,1
Wholesale Apparel and Sewing Supplies,Project Management,1,1
Wholesale Apparel and Sewing Supplies,Information Technology,1,1
Wholesale Apparel and Sewing Supplies,Customer Service,1,1
Wholesale Apparel and Sewing Supplies,Business Development,1,1
Wholesale Apparel and Sewing Supplies,Product Management,1,1
Wholesale Apparel and Sewing Supplies,Management,1,1
"Wholesale Appliances, Electrical, and Electronics",Sales,3,1
"Wholesale Appliances, Electrical, and Electronics",Business Development,3,1
"Wholesale Appliances, Electrical, and Electronics",Manufacturing,3,1
"Wholesale Appliances, Electrical, and Electronics",Other,2,4
"Wholesale Appliances, Electrical, and Electronics",Engineering,2,4
"Wholesale Appliances, Electrical, and Electronics",Writing/Editing,1,6
"Wholesale Appliances, Electrical, and Electronics",Advertising,1,6
"Wholesale Appliances, Electrical, and Electronics",Product Management,1,6
"Wholesale Appliances, Electrical, and Electronics",Design,1,6
"Wholesale Appliances, Electrical, and Electronics",Finance,1,6
"Wholesale Appliances, Electrical, and Electronics",Customer Service,1,6
"Wholesale Appliances, Electrical, and Electronics",Marketing,1,6
"Wholesale Appliances, Electrical, and Electronics",Management,1,6
"Wholesale Appliances, Electrical, and Electronics",Art/Creative,1,6
"Wholesale Appliances, Electrical, and Electronics",Distribution,1,6
"Wholesale Appliances, Electrical, and Electronics",Accounting/Auditing,1,6
"Wholesale Appliances, Electrical, and Electronics",Administrative,1,6
"Wholesale Appliances, Electrical, and Electronics",Analyst,1,6
Wholesale Building Materials,Manufacturing,356,1
Wholesale Building Materials,Management,337,2
Wholesale Building Materials,Sales,267,3
Wholesale Building Materials,Business Development,222,4
Wholesale Building Materials,Information Technology,114,5
Wholesale Building Materials,Engineering,58,6
Wholesale Building Materials,Project Management,52,7
Wholesale Building Materials,Finance,43,8
Wholesale Building Materials,Other,37,9
Wholesale Building Materials,Marketing,35,10
Wholesale Chemical and Allied Products,Sales,3,1
Wholesale Chemical and Allied Products,Other,2,2
Wholesale Chemical and Allied Products,Distribution,1,3
Wholesale Chemical and Allied Products,Supply Chain,1,3
Wholesale Chemical and Allied Products,Administrative,1,3
Wholesale Chemical and Allied Products,Customer Service,1,3
Wholesale Chemical and Allied Products,Business Development,1,3
Wholesale Chemical and Allied Products,Product Management,1,3
Wholesale Chemical and Allied Products,Marketing,1,3
Wholesale Computer Equipment,Customer Service,4,1
Wholesale Computer Equipment,Information Technology,2,2
Wholesale Computer Equipment,Sales,1,3
Wholesale Computer Equipment,Business Development,1,3
Wholesale Computer Equipment,Engineering,1,3
Wholesale Computer Equipment,Project Management,1,3
Wholesale Computer Equipment,Distribution,1,3
Wholesale Computer Equipment,Marketing,1,3
Wholesale Drugs and Sundries,Sales,1,1
Wholesale Drugs and Sundries,Other,1,1
Wholesale Food and Beverage,Sales,12,1
Wholesale Food and Beverage,Supply Chain,10,2
Wholesale Food and Beverage,Business Development,9,3
Wholesale Food and Beverage,Marketing,8,4
Wholesale Food and Beverage,Distribution,5,5
Wholesale Food and Beverage,Accounting/Auditing,5,5
Wholesale Food and Beverage,Information Technology,5,5
Wholesale Food and Beverage,Finance,5,5
Wholesale Food and Beverage,Customer Service,4,9
Wholesale Food and Beverage,Administrative,4,9
Wholesale Food and Beverage,Other,4,9
Wholesale Footwear,Business Development,1,1
Wholesale Footwear,General Business,1,1
Wholesale Footwear,Sales,1,1
Wholesale Footwear,Accounting/Auditing,1,1
Wholesale Furniture and Home Furnishings,Sales,4,1
Wholesale Furniture and Home Furnishings,Customer Service,4,1
Wholesale Furniture and Home Furnishings,Business Development,3,3
Wholesale Furniture and Home Furnishings,Finance,2,4
Wholesale Furniture and Home Furnishings,Product Management,1,5
Wholesale Furniture and Home Furnishings,Engineering,1,5
Wholesale Furniture and Home Furnishings,Manufacturing,1,5
Wholesale Furniture and Home Furnishings,Management,1,5
Wholesale Furniture and Home Furnishings,Other,1,5
Wholesale Furniture and Home Furnishings,Accounting/Auditing,1,5
Wholesale Furniture and Home Furnishings,Supply Chain,1,5
"Wholesale Hardware, Plumbing, Heating Equipment",Management,5,1
"Wholesale Hardware, Plumbing, Heating Equipment",Finance,3,2
"Wholesale Hardware, Plumbing, Heating Equipment",Manufacturing,3,2
"Wholesale Hardware, Plumbing, Heating Equipment",Quality Assurance,3,2
"Wholesale Hardware, Plumbing, Heating Equipment",Engineering,2,5
"Wholesale Hardware, Plumbing, Heating Equipment",Project Management,2,5
"Wholesale Hardware, Plumbing, Heating Equipment",Information Technology,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Training,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Business Development,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Consulting,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Design,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Strategy/Planning,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Sales,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Accounting/Auditing,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Analyst,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Product Management,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Supply Chain,1,7
"Wholesale Hardware, Plumbing, Heating Equipment",Distribution,1,7
Wholesale Import and Export,Supply Chain,6,1
Wholesale Import and Export,Business Development,4,2
Wholesale Import and Export,Consulting,4,2
Wholesale Import and Export,Management,4,2
Wholesale Import and Export,Sales,3,5
Wholesale Import and Export,Administrative,3,5
Wholesale Import and Export,Strategy/Planning,2,7
Wholesale Import and Export,Accounting/Auditing,2,7
Wholesale Import and Export,Distribution,2,7
Wholesale Import and Export,Quality Assurance,2,7
Wholesale Import and Export,Customer Service,2,7
Wholesale Import and Export,Training,2,7
Wholesale Import and Export,Education,2,7
Wholesale Luxury Goods and Jewelry,Supply Chain,2,1
Wholesale Luxury Goods and Jewelry,Administrative,2,1
Wholesale Luxury Goods and Jewelry,Accounting/Auditing,1,3
Wholesale Luxury Goods and Jewelry,Finance,1,3
Wholesale Luxury Goods and Jewelry,Distribution,1,3
Wholesale Luxury Goods and Jewelry,Design,1,3
Wholesale Luxury Goods and Jewelry,Production,1,3
Wholesale Luxury Goods and Jewelry,Customer Service,1,3
Wholesale Luxury Goods and Jewelry,Art/Creative,1,3
Wholesale Luxury Goods and Jewelry,Analyst,1,3
Wholesale Machinery,Finance,1,1
Wholesale Machinery,Information Technology,1,1
Wholesale Machinery,Sales,1,1
Wholesale Machinery,Engineering,1,1
Wholesale Machinery,Business Development,1,1
Wholesale Machinery,Marketing,1,1
Wholesale Metals and Minerals,Business Development,5,1
Wholesale Metals and Minerals,Sales,5,1
Wholesale Metals and Minerals,Manufacturing,2,3
Wholesale Metals and Minerals,Project Management,1,4
Wholesale Metals and Minerals,Engineering,1,4
Wholesale Metals and Minerals,Quality Assurance,1,4
Wholesale Metals and Minerals,Management,1,4
Wholesale Metals and Minerals,Consulting,1,4
Wholesale Metals and Minerals,Production,1,4
Wholesale Motor Vehicles and Parts,Engineering,4,1
Wholesale Motor Vehicles and Parts,Manufacturing,3,2
Wholesale Motor Vehicles and Parts,Sales,2,3
Wholesale Motor Vehicles and Parts,Consulting,1,4
Wholesale Motor Vehicles and Parts,Management,1,4
Wholesale Motor Vehicles and Parts,Business Development,1,4
Wholesale Motor Vehicles and Parts,Project Management,1,4
Wholesale Motor Vehicles and Parts,Information Technology,1,4
Wholesale Motor Vehicles and Parts,Accounting/Auditing,1,4
Wholesale Motor Vehicles and Parts,Design,1,4
Wholesale Motor Vehicles and Parts,Quality Assurance,1,4
Wholesale Motor Vehicles and Parts,Finance,1,4
Wholesale Paper Products,Management,1,1
Wholesale Paper Products,Manufacturing,1,1
Wholesale Paper Products,Accounting/Auditing,1,1
Wholesale Petroleum and Petroleum Products,Management,2,1
Wholesale Petroleum and Petroleum Products,Engineering,2,1
Wholesale Petroleum and Petroleum Products,Manufacturing,2,1
Wholesale Petroleum and Petroleum Products,Finance,1,4
Wholesale Petroleum and Petroleum Products,Distribution,1,4
Wholesale Petroleum and Petroleum Products,Accounting/Auditing,1,4
Wholesale Petroleum and Petroleum Products,Strategy/Planning,1,4
Wholesale Petroleum and Petroleum Products,Other,1,4
Wholesale Petroleum and Petroleum Products,Sales,1,4
Wholesale Photography Equipment and Supplies,Administrative,1,1
Wholesale Photography Equipment and Supplies,General Business,1,1
Wholesale Photography Equipment and Supplies,Art/Creative,1,1
Wholesale Photography Equipment and Supplies,Design,1,1
Wholesale Photography Equipment and Supplies,Production,1,1
Wholesale Photography Equipment and Supplies,Customer Service,1,1
Wholesale Raw Farm Products,Analyst,1,1
Wholesale Raw Farm Products,Human Resources,1,1
Wholesale Raw Farm Products,Information Technology,1,1
Wholesale Raw Farm Products,Finance,1,1
Wholesale Raw Farm Products,Product Management,1,1
Wholesale Raw Farm Products,Project Management,1,1
Wholesale Raw Farm Products,Accounting/Auditing,1,1
Wholesale Raw Farm Products,Management,1,1
Wholesale Recyclable Materials,Accounting/Auditing,2,1
Wholesale Recyclable Materials,Administrative,1,2
Wholesale Recyclable Materials,General Business,1,2
Wholesale Recyclable Materials,Engineering,1,2
Wholesale Recyclable Materials,Manufacturing,1,2
Wholesale Recyclable Materials,Finance,1,2
Wholesale Recyclable Materials,Human Resources,1,2
Wind Electric Power Generation,Management,1,1
Wind Electric Power Generation,Strategy/Planning,1,1
Wind Electric Power Generation,Other,1,1
Wind Electric Power Generation,Engineering,1,1
Wine & Spirits,Sales,8,1
Wine & Spirits,Business Development,5,2
Wine & Spirits,Marketing,2,3
Wine & Spirits,Manufacturing,1,4
Wine & Spirits,Quality Assurance,1,4
Wineries,Business Development,1,1
Wineries,Information Technology,1,1
Wineries,Sales,1,1
Wineries,Other,1,1
Wireless Services,Management,161,1
Wireless Services,Marketing,157,2
Wireless Services,Customer Service,155,3
Wireless Services,Information Technology,68,4
Wireless Services,Engineering,37,5
Wireless Services,Sales,25,6
Wireless Services,Business Development,22,7
Wireless Services,Project Management,11,8
Wireless Services,Research,7,9
Wireless Services,Manufacturing,6,10
Wood Product Manufacturing,Production,4,1
Wood Product Manufacturing,Engineering,3,2
Wood Product Manufacturing,Manufacturing,3,2
Wood Product Manufacturing,Supply Chain,2,4
Wood Product Manufacturing,Product Management,2,4
Wood Product Manufacturing,Project Management,1,6
Wood Product Manufacturing,Purchasing,1,6
Wood Product Manufacturing,Management,1,6
Wood Product Manufacturing,General Business,1,6
Wood Product Manufacturing,Design,1,6
Wood Product Manufacturing,Other,1,6
Wood Product Manufacturing,Quality Assurance,1,6
Writing and Editing,Writing/Editing,20,1
Writing and Editing,Marketing,8,2
Writing and Editing,Information Technology,7,3
Writing and Editing,Art/Creative,6,4
Writing and Editing,Public Relations,4,5
Writing and Editing,Engineering,4,5
Writing and Editing,Research,3,7
Writing and Editing,Design,3,7
Writing and Editing,Business Development,2,9
Writing and Editing,Science,2,9
Writing and Editing,Administrative,2,9
Zoos and Botanical Gardens,Public Relations,1,1
Zoos and Botanical Gardens,Management,1,1
Zoos and Botanical Gardens,Marketing,1,1
